Sample_ID,Original_Sentence,Original_Intent,Original_Entities,Augmented_Sentence,Augmented_Intent,Augmented_Entities,Augmentation_Method,Quality_Score_1_5,Naturalness_Score_1_5,Comments,Approved_Yes_No
1,"tiếng ti vi to quá, giảm đi ",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}]","tiếng ti vi to quá, giảm xuống đi",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}]",synonym_replacement,,,,
2,"tiếng ti vi to quá, giảm đi ",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}]","Có thể tiếng ti vi to quá, giảm đi  nha",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}]",politeness_addition,,,,
3,giảm cho anh cái radio mau lên,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",hạ cho anh cái radio mau lên,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
4,giảm cho anh cái radio mau lên,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",Làm ơn giảm cho anh cái radio mau lên,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",politeness_addition,,,,
5,trời nóng quá giảm nhiệt độ của cái máy lạnh xuống nhớ,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",trời nóng quá giảm xuống nhiệt độ của cái máy lạnh xuống nhớ,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
6,trời nóng quá giảm nhiệt độ của cái máy lạnh xuống nhớ,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",Có thể trời nóng quá giảm nhiệt độ của cái máy lạnh xuống nhớ nhé,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
7,tiếng to quá giảm cho mình cái radio xuống,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",tiếng to quá điều chỉnh xuống cho mình cái radio xuống,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
8,tiếng to quá giảm cho mình cái radio xuống,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",Anh/chị ơi tiếng to quá giảm cho mình cái radio xuống với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",politeness_addition,,,,
9,em gì ơi tăng giúp anh cái máy nghe nhạc lên với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""máy nghe nhạc""}]",em gì ơi tăng lên giúp anh cái máy nghe nhạc lên với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""máy nghe nhạc""}]",synonym_replacement,,,,
10,em gì ơi tăng giúp anh cái máy nghe nhạc lên với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""máy nghe nhạc""}]",Làm ơn em gì ơi tăng giúp anh cái máy nghe nhạc lên với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""máy nghe nhạc""}]",politeness_addition,,,,
11,bạn ơi giảm giúp mình bóng sưởi về 76%,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",bạn ơi giảm xuống giúp mình bóng sưởi về 76%,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",synonym_replacement,,,,
12,bạn ơi giảm giúp mình bóng sưởi về 76%,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",Bạn ơi bạn ơi giảm giúp mình bóng sưởi về 76%,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",politeness_addition,,,,
13,âm lượng to quá hãy giảm cái radio lại đi,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",âm lượng to quá hãy hạ cái radio lại đi,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
14,âm lượng to quá hãy giảm cái radio lại đi,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",âm lượng to quá hãy giảm cái radio lại đi giúp tôi,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",politeness_addition,,,,
15,tăng giúp mình cái ti vi trong 23 tiếng 56 phút nhá,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",điều chỉnh lên giúp mình cái ti vi trong 23 tiếng 56 phút nhá,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",synonym_replacement,,,,
16,tăng giúp mình cái ti vi trong 23 tiếng 56 phút nhá,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",tăng giúp mình cái ti vi trong 23 tiếng 56 phút nhá được không,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",politeness_addition,,,,
17,giảm máy lạnh em ơi,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",hạ máy lạnh em ơi,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
18,ồn quá giảm cho anh cái radio xuống với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",ồn quá điều chỉnh xuống cho anh cái radio xuống với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
19,ồn quá giảm cho anh cái radio xuống với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",ồn quá giảm cho anh cái radio xuống với nha,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",politeness_addition,,,,
20,"em ơi, giảm cho anh cái máy lạnh với",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]","em ơi, hạ cho anh cái máy lạnh với",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
21,em ơi tăng radio lên 38% giúp chị,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""38%""}]",em ơi điều chỉnh lên radio lên 38% giúp chị,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""38%""}]",synonym_replacement,,,,
22,em ơi tăng radio lên 38% giúp chị,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""38%""}]",em ơi tăng radio lên 38% giúp chị giúp tôi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""38%""}]",politeness_addition,,,,
23,"bạn ơi, hãy giảm radio cho mình radio xuống còn 65% nha",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]","bạn ơi, hãy giảm xuống radio cho mình radio xuống còn 65% nha",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",synonym_replacement,,,,
24,"bạn ơi, hãy giảm radio cho mình radio xuống còn 65% nha",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]","Anh/chị ơi bạn ơi, hãy giảm radio cho mình radio xuống còn 65% nha",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",politeness_addition,,,,
25,bạn ơi lạnh quá giảm giúp mình máy lạnh xuống nhé,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",bạn ơi lạnh quá điều chỉnh xuống giúp mình máy lạnh xuống nhé,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
26,bạn ơi lạnh quá giảm giúp mình máy lạnh xuống nhé,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",bạn ơi lạnh quá giảm giúp mình máy lạnh xuống nhé với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
27,tăng radio thêm 31% lúc 11 giờ 27 phút cho mình,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}, {""type"": ""time at"", ""filler"": ""11 giờ 27 phút""}]",điều chỉnh lên radio thêm 31% lúc 11 giờ 27 phút cho mình,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}, {""type"": ""time at"", ""filler"": ""11 giờ 27 phút""}]",synonym_replacement,,,,
28,tăng radio thêm 31% lúc 11 giờ 27 phút cho mình,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}, {""type"": ""time at"", ""filler"": ""11 giờ 27 phút""}]",Anh/chị ơi tăng radio thêm 31% lúc 11 giờ 27 phút cho mình với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}, {""type"": ""time at"", ""filler"": ""11 giờ 27 phút""}]",politeness_addition,,,,
29,"ồn quá, bạn giảm cái radio xuống 1 chút giúp mình với",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]","ồn quá, bạn điều chỉnh xuống cái radio xuống 1 chút giúp mình với",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
30,"ồn quá, bạn giảm cái radio xuống 1 chút giúp mình với",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]","Có thể ồn quá, bạn giảm cái radio xuống 1 chút giúp mình với được không",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",politeness_addition,,,,
31,em yêu ơi giảm giúp anh cái máy lạnh,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",em yêu ơi giảm xuống giúp anh cái máy lạnh,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
32,em yêu ơi giảm giúp anh cái máy lạnh,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",Giúp tôi em yêu ơi giảm giúp anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
33,tiếng radio ở phòng thay đồ số 2 bé quá bạn tăng lên cho mình đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",tiếng radio ở phòng thay đồ số 2 bé quá bạn tăng lên lên cho mình đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",synonym_replacement,,,,
34,tiếng radio ở phòng thay đồ số 2 bé quá bạn tăng lên cho mình đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",Xin hãy tiếng radio ở phòng thay đồ số 2 bé quá bạn tăng lên cho mình đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",politeness_addition,,,,
35,em ơi giảm giúp anh cái bóng sưởi xuống 76% với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",em ơi hạ giúp anh cái bóng sưởi xuống 76% với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",synonym_replacement,,,,
36,em ơi giảm giúp anh cái bóng sưởi xuống 76% với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",Có thể em ơi giảm giúp anh cái bóng sưởi xuống 76% với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",politeness_addition,,,,
37,em ơi giảm cho anh cái máy lạnh nhá,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",em ơi điều chỉnh xuống cho anh cái máy lạnh nhá,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
38,bạn ơi giảm cho radio xuống mức 65% nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",bạn ơi hạ cho radio xuống mức 65% nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",synonym_replacement,,,,
39,bạn ơi giảm cho radio xuống mức 65% nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",Anh/chị ơi bạn ơi giảm cho radio xuống mức 65% nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",politeness_addition,,,,
40,em ơi lạnh quá giảm giúp anh cái máy lạnh xuống đi,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",em ơi lạnh quá hạ giúp anh cái máy lạnh xuống đi,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
41,trợ lý ảo ơi giảm giúp mình cái máy lạnh xuống với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",trợ lý ảo ơi giảm xuống giúp mình cái máy lạnh xuống với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
42,lạnh quá em ơi giảm giúp anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",lạnh quá em ơi giảm xuống giúp anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
43,lạnh quá em ơi giảm giúp anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",Có thể lạnh quá em ơi giảm giúp anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
44,ông cháu ơi tăng radio giúp mình với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",ông cháu ơi điều chỉnh lên radio giúp mình với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
45,"bạn ơi, tăng cái ti vi cho mình trong 23 tiếng 56 phút nhá",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]","bạn ơi, tăng lên cái ti vi cho mình trong 23 tiếng 56 phút nhá",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",synonym_replacement,,,,
46,"bạn ơi, tăng cái ti vi cho mình trong 23 tiếng 56 phút nhá",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]","Bạn ơi bạn ơi, tăng cái ti vi cho mình trong 23 tiếng 56 phút nhá được không",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",politeness_addition,,,,
47,"bạn ơi, tăng cái ti vi cho mình trong 23 tiếng 56 phút nhá",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]","trong 23, bạn ơi, tăng cái ti vi cho mình ",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""ti vi""}, {""type"": ""duration"", ""filler"": ""23 tiếng 56 phút""}]",sentence_restructuring,,,,
48,tăng radio phòng thay đồ số 2 lên 38% đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}]",tăng lên radio phòng thay đồ số 2 lên 38% đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}]",synonym_replacement,,,,
49,em ơi tăng cho anh cái radio ở phòng thay đồ số 2 lên 38% vào lúc 4 tiếng 44 phút nhá,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}, {""type"": ""duration"", ""filler"": ""4 tiếng 44 phút""}]","vào lúc, em ơi tăng cho anh cái radio ở phòng thay đồ số 2 lên 38% ",tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}, {""type"": ""duration"", ""filler"": ""4 tiếng 44 phút""}]",sentence_restructuring,,,,
